,Distance,ElapsedTime,ElevationGain,ElevationMax,ElevationMin,HeartRate,MovingTime,Speed,Temp,SpeedDist
2018-08-13 21:00:25-04:00,16132.1,4123,74.0,,,147.1,4123,3.913,26.0,63124.9073
2018-08-11 10:04:02-04:00,11043.9,5172,283.0,,,139.7,4602,2.4,21.0,26505.359999999997
2018-08-10 19:25:57-04:00,6654.0,2466,124.0,,,139.4,2386,2.789,29.0,18558.006
2018-08-09 13:17:43-04:00,6501.0,4138,300.0,,,120.1,3584,1.814,24.0,11792.814
2018-08-04 12:00:02-07:00,164406.0,95280,5301.0,,,127.8,83731,1.726,24.0,283764.756
2018-08-02 15:05:23-07:00,4827.5,1682,18.0,,,142.5,1678,2.877,18.0,13888.717499999999
2018-08-01 20:48:24-07:00,5890.9,4721,22.0,,,140.6,1837,3.207,25.0,18892.116299999998
2018-08-01 02:25:32-07:00,1867.0,1220,3.0,,,134.8,513,3.639,20.0,6794.013
2018-08-01 01:49:02-07:00,6958.1,2009,4.0,,,148.4,1528,4.554,21.0,31687.187400000003
2018-08-01 01:17:08-07:00,3429.2,901,0.0,,,134.8,901,3.806,23.0,13051.5352
2018-07-29 21:05:50-07:00,8352.6,2228,16.0,,,143.4,2213,3.774,23.0,31522.7124
2018-07-28 14:26:16-07:00,24285.3,7953,469.0,,,149.0,7718,3.147,17.0,76425.8391
2018-07-27 23:42:50-07:00,7899.1,3968,220.0,,,135.3,3174,2.489,24.0,19660.8599
2018-07-27 02:49:32-07:00,8377.1,2308,21.0,,,148.0,2308,3.63,20.0,30408.873
2018-07-25 22:03:19-07:00,10511.1,4584,339.0,,,140.2,4283,2.454,28.0,25794.239400000002
2018-07-25 02:17:11-07:00,1761.7,467,1.0,,,135.4,467,3.772,23.0,6645.1323999999995
2018-07-25 01:40:40-07:00,7317.7,1834,13.0,,,136.6,1779,4.113,22.0,30097.700100000002
2018-07-25 01:10:46-07:00,3781.3,1486,13.0,,,137.9,1045,3.618,26.0,13680.7434
2018-07-23 15:36:22-07:00,24462.1,8622,611.6,,,,8512,2.874,,70304.0754
2018-07-22 16:44:52-07:00,13241.0,4440,67.0,,,146.6,4188,3.162,21.0,41868.042
2018-07-22 15:30:06-07:00,9670.8,1945,29.0,,,142.2,1945,4.972,17.0,48083.2176
2018-07-22 14:22:51-07:00,7321.0,3016,21.0,,,141.9,2101,3.485,18.0,25513.684999999998
2018-07-21 22:02:41-07:00,11459.7,3332,13.0,,,140.6,3233,3.545,23.0,40624.6365
2018-07-20 23:14:38-07:00,10666.2,5041,278.0,,,135.0,4111,2.595,25.0,27678.789000000004
2018-07-19 22:52:51-07:00,11868.5,3764,128.0,,,150.9,3570,3.325,24.0,39462.762500000004
2018-07-18 02:11:37-07:00,1704.1,487,1.0,,,145.9,487,3.499,18.0,5962.6458999999995
2018-07-18 01:42:59-07:00,5117.2,1357,11.0,,,159.0,1281,3.995,18.0,20443.214
2018-07-18 01:15:26-07:00,4244.0,1326,13.0,,,143.3,1169,3.63,20.0,15405.72
2018-07-16 18:32:49-07:00,11432.0,3236,226.0,,,141.8,3178,3.597,22.0,41120.904
2018-07-15 17:43:43-07:00,8405.0,2076,29.0,,,153.7,2070,4.06,21.0,34124.299999999996
2018-07-13 16:17:59-07:00,2273.6,1284,89.9,,,,868,2.619,,5954.5584
2018-07-13 11:24:23-07:00,42574.8,17550,782.0,,,141.8,15639,2.722,19.0,115888.60560000001
2018-07-12 19:53:29-07:00,10602.8,3897,283.0,,,146.5,3867,2.742,24.0,29072.877599999996
2018-07-11 23:33:42-07:00,7770.3,2625,284.0,,,151.8,2594,2.995,22.0,23272.0485
2018-07-11 13:00:00-07:00,1931.2,645,71.0,,,,645,2.994,,5782.0128
2018-07-11 02:34:30-07:00,1758.0,557,4.0,,,134.7,557,3.156,27.0,5548.2480000000005
2018-07-11 01:54:18-07:00,7530.0,1982,25.0,,,147.4,1971,3.82,27.0,28764.6
2018-07-11 01:28:43-07:00,3669.7,1389,3.0,,,137.4,1009,3.637,28.0,13346.6989
2018-07-10 00:35:06-07:00,11661.8,5168,235.0,,,136.1,4141,2.816,28.0,32839.6288
2018-07-07 16:19:08-07:00,15607.2,4804,87.0,,,147.7,4319,3.614,24.0,56404.4208
2018-07-07 15:10:10-07:00,12375.7,3886,49.0,,,139.8,3518,3.518,22.0,43537.7126
2018-07-07 00:14:43-07:00,6535.7,4808,26.0,,,132.3,2032,3.216,22.0,21018.8112
2018-07-06 15:05:54-07:00,12636.6,5212,350.0,,,139.7,4880,2.589,22.0,32716.1574
2018-07-06 03:11:49-07:00,8289.9,2661,183.0,,,139.7,2562,3.236,20.0,26826.1164
2018-07-04 16:19:00-07:00,3602.7,1139,26.0,,,125.8,1086,3.317,18.0,11950.1559
2018-07-04 15:45:00-07:00,5060.2,972,16.0,,,148.8,972,5.206,16.0,26343.4012
2018-07-04 14:59:43-07:00,3806.3,1070,25.0,,,140.3,1061,3.587,17.0,13653.198100000001
2018-07-04 00:12:28-07:00,8349.8,2217,20.0,,,145.9,2217,3.766,20.0,31445.346799999996
2018-07-03 03:12:25-07:00,8054.6,2757,121.0,,,139.7,2551,3.157,19.0,25428.3722
2018-07-01 15:23:59-07:00,10435.0,3229,36.0,,,138.1,2960,3.525,19.0,36783.375
2018-07-01 01:50:19-07:00,20677.4,6426,364.0,,,143.4,6364,3.249,21.0,67180.8726
2018-06-30 15:35:32-07:00,8302.5,2750,176.0,,,145.0,2567,3.234,20.0,26850.285
2018-06-29 23:54:14-07:00,8374.9,2162,24.0,,,148.0,2156,3.884,22.0,32528.111599999997
2018-06-29 16:56:08-07:00,1663.3,507,1.0,,,139.9,507,3.281,21.0,5457.2873
2018-06-29 16:25:47-07:00,6237.5,1404,8.0,,,151.4,1400,4.455,19.0,27788.0625
2018-06-29 15:58:57-07:00,3607.8,1399,7.0,,,139.8,1084,3.328,20.0,12006.7584
2018-06-27 22:43:50-07:00,11390.8,3390,178.0,,,147.5,3329,3.422,21.0,38979.3176
2018-06-27 02:06:59-07:00,1724.7,482,6.0,,,138.0,482,3.578,21.0,6170.9766
2018-06-27 01:35:58-07:00,5017.3,1000,4.0,,,155.9,1000,5.017,20.0,25171.794100000003
2018-06-27 01:06:47-07:00,4281.7,1379,17.0,,,147.4,1237,3.461,23.0,14818.963699999998
2018-06-26 00:20:21-07:00,5541.2,1555,46.0,,,140.7,1550,3.575,22.0,19809.79
2018-06-23 04:00:03+01:00,51093.1,31151,3213.2,,,142.6,28625,1.64,16.0,83792.684
2018-06-21 18:07:26+01:00,3833.0,1223,26.0,,,142.3,1125,3.407,21.0,13059.031
2018-06-21 06:42:00+01:00,4323.5,1372,1.0,,,143.8,1273,3.396,19.0,14682.606
2018-06-20 17:57:20+01:00,4859.7,2024,58.8,,,,1467,3.313,,16100.1861
2018-06-20 06:38:05+01:00,4527.2,1212,1.0,,,147.1,1177,3.846,19.0,17411.6112
2018-06-19 18:42:43+01:00,2008.8,656,26.0,,,149.7,629,3.194,25.0,6416.1071999999995
2018-06-19 18:16:19+01:00,5014.2,1433,19.0,,,145.7,1432,3.502,23.0,17559.7284
2018-06-19 17:50:54+01:00,3692.1,1260,22.0,,,139.6,1092,3.381,25.0,12482.990099999999
2018-06-18 17:53:55+01:00,4469.7,1427,37.0,,,141.0,1301,3.436,24.0,15357.8892
2018-06-18 06:19:14+01:00,4787.2,1484,3.0,,,137.3,1333,3.591,20.0,17190.8352
2018-06-16 12:22:57+02:00,19550.7,12666,699.0,,,134.8,7362,2.656,28.0,51926.6592
2018-06-14 18:40:57+02:00,2311.6,782,20.0,,,155.2,741,3.12,25.0,7212.192
2018-06-14 18:01:19+02:00,7591.2,1894,16.0,,,158.4,1890,4.017,23.0,30493.850400000003
2018-06-14 17:38:01+02:00,2694.5,1288,19.0,,,134.5,829,3.25,26.0,8757.125
2018-06-13 15:19:42+02:00,5293.0,2068,107.2,,,,1702,3.11,,16461.23
2018-06-12 16:12:49+02:00,8100.1,2271,97.0,,,139.6,2091,3.874,22.0,31379.7874
2018-06-11 17:30:00+02:00,21654.9,10708,1271.0,,,151.6,9790,2.212,22.0,47900.63880000001
2018-06-09 19:55:39-07:00,2188.0,697,23.0,,,152.6,662,3.305,26.0,7231.34
2018-06-09 19:19:41-07:00,6634.6,2068,32.0,,,149.6,1958,3.388,25.0,22478.0248
2018-06-09 18:58:17-07:00,3798.5,1184,11.0,,,138.7,1071,3.547,24.0,13473.2795
2018-06-08 04:52:17-07:00,13324.5,3743,48.0,,,146.0,3405,3.913,16.0,52138.7685
2018-06-06 02:34:43-07:00,1649.2,506,3.0,,,142.0,506,3.259,19.0,5374.7428
2018-06-06 01:45:52-07:00,8872.9,2655,20.0,,,158.7,2640,3.361,20.0,29821.8169
2018-06-06 01:19:04-07:00,3554.0,879,13.0,,,146.0,879,4.043,23.0,14368.822
2018-06-05 02:05:07-07:00,8336.4,2117,22.0,,,147.1,2117,3.938,21.0,32828.7432
2018-06-03 20:45:41-07:00,8740.3,5407,690.6,,,143.6,4481,1.951,27.0,17052.3253
2018-06-02 12:34:46-07:00,10847.0,4029,0.0,,,,3375,3.214,,34862.258
2018-06-01 19:55:28-07:00,7850.0,4715,512.9,,,,4016,1.955,,15346.75
2018-05-30 21:59:59-07:00,4890.3,1464,0.0,,,,1362,3.591,,17561.067300000002
2018-05-30 18:15:43-07:00,4933.9,1769,224.5,,,,1769,2.789,,13760.6471
2018-05-30 02:21:59-07:00,1660.6,540,0.0,,,,540,3.075,,5106.345
2018-05-30 01:34:40-07:00,9546.0,2546,0.0,,,,2529,3.775,,36036.15
2018-05-30 01:04:22-07:00,3587.6,908,0.0,,,,907,3.955,,14188.958
2018-05-28 19:16:18-07:00,21020.4,6955,479.7,,,,6692,3.141,,66025.0764
2018-05-27 22:10:40-07:00,4057.4,1199,66.0,,,,1185,3.424,,13892.5376
2018-05-27 21:12:49-07:00,8021.9,2245,146.6,,,,2231,3.596,,28846.752399999998
2018-05-26 14:26:46-07:00,11513.0,3319,48.7,,,,2703,4.259,,49033.867000000006
2018-05-23 22:10:21-07:00,4878.4,1745,0.0,,,,1422,3.431,,16737.790399999998
2018-05-23 19:56:52-07:00,5398.1,1855,228.2,,,,1828,2.953,,15940.5893
2018-05-23 01:37:31-07:00,6292.7,1543,0.0,,,,1541,4.084,,25699.386799999997
2018-05-23 01:16:02-07:00,2980.4,1216,0.0,,,,856,3.482,,10377.7528
2018-05-21 18:38:01-07:00,21726.1,7221,501.1,,,,6841,3.176,,69002.0936
2018-05-20 14:17:22-07:00,16269.5,6062,469.9,,,,5670,2.869,,46677.1955
2018-05-19 22:41:20-07:00,16133.2,4390,105.5,,,,4301,3.751,,60515.633200000004
2018-05-19 16:04:11-07:00,3289.1,949,60.7,,,,888,3.704,,12182.8264
2018-05-16 21:48:17-07:00,5056.6,1426,4.8,,,,1342,3.768,,19053.2688
2018-05-16 18:26:33-07:00,4892.0,1500,224.0,,,,1500,3.261,,15952.812
2018-05-16 01:09:53-07:00,13264.9,3846,44.9,,,,3433,3.864,,51255.573599999996
2018-05-14 23:47:20-07:00,10371.8,4988,367.3,,,,3799,2.73,,28315.014
2018-05-12 21:27:02-07:00,8368.2,2034,25.2,,,,2034,4.114,,34426.7748
2018-05-11 21:06:42-07:00,7499.6,4548,316.4,,,,4254,1.763,,13221.7948
2018-05-11 01:39:48-07:00,1637.5,500,0.0,,,,500,3.275,,5362.8125
2018-05-11 01:10:49-07:00,6994.2,1479,0.0,,,,1466,4.771,,33369.328199999996
2018-05-11 00:42:38-07:00,4023.2,1466,0.0,,,,1196,3.364,,13534.0448
2018-05-10 01:00:26-07:00,4984.6,2683,16.7,,,,1471,3.389,,16892.809400000002
2018-05-05 11:57:11-07:00,81206.0,36989,2434.9,,,,33772,2.195,,178247.16999999998
2018-05-02 02:22:35-07:00,1722.2,801,0.0,,,,548,3.143,,5412.8746
2018-05-02 01:35:22-07:00,8676.4,2487,0.0,,,,2462,3.524,,30575.633599999997
2018-05-02 01:05:06-07:00,3997.2,1718,0.0,,,,1190,3.359,,13426.594799999999
